stock_code,description_clean,n_transacciones,unidades_totales,revenue_total,precio_medio
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,135,622,848.76,2.13
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,126,575,853.99,2.17
84952A,CLEAR LOVE BIRD T LIGHT HOLDER,39,148,392.53,3.14
84952B,BLACK LOVE BIRD T LIGHT HOLDER,44,364,615.49,3.09
84952C,MIRROR LOVE BIRD T LIGHT HOLDER,43,374,705.01,3.35
84962,SET 3 COLOUR PAINTED KASHMIRI STOOL,2,3,179.85,59.95
84963A,PINK PAINTED KASHMIRI CHAIR,9,23,763.35,41.74
84963B,BLUE PAINTED KASHMIRI CHAIR,6,18,591.5,42.96
84964A,PINK PAINTED KASHMIRI TABLE,2,11,630.0,45.0
84964B,BLUE PAINTED KASHMIRI TABLE,2,17,990.0,45.0
84965A,PINK KASHMIRI COFFEE TABLE,3,20,1050.0,40.0
84965B,BLUE KASHMIRI COFFEE TABLE,4,27,1359.95,62.49
84966A,PINK KASHMIRI BOXED MIRROR,4,13,225.95,25.49
84966B,BLUE KASHMIRI BOXED MIRROR,4,33,428.0,16.0
84966C,GREEN KASHMIRI BOXED MIRROR,2,23,276.0,12.0
84967A,PINK KASHMIRI OCCASIONAL TABLE,3,3,174.9,58.3
84967B,BLUE KASHMIRI OCCASIONAL TABLE,11,24,1249.45,65.87
84967C,GREEN KASHMIRI OCCASIONAL TABLE,4,9,419.85,67.46
84968A,SET OF 16 VINTAGE ROSE CUTLERY,209,535,6688.9,14.34
84968B,S 16 VINTAGE IVORY CUTLERY,137,430,5732.39,15.02
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,192,637,7629.25,14.95
84968D,SET OF 16 VINTAGE RED CUTLERY,110,476,5494.08,13.76
84968E,SET OF 16 VINTAGE BLACK CUTLERY,111,403,4894.61,14.07
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,133,300,3622.75,13.5
84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,341,969,4279.93,4.86
84970L,SINGLE HEART ZINC T LIGHT HOLDER,1152,17633,17664.18,1.29
84970S,HANGING HEART ZINC T LIGHT HOLDER,1532,26817,22578.3,1.16
84971L,LARGE HEART FLOWERS HOOK,60,587,728.43,1.59
84971S,SMALL HEART FLOWERS HOOK,469,6495,5503.27,1.08
84972L,GIANT PINK HEART MEMO HOLDER,46,117,462.15,3.95
84974,S 2 ZINC HEART DESIGN PLANTERS,58,89,879.55,9.93
84975,HEART SHAPED MIRROR,214,1990,3266.4,2.03
84976,RECTANGULAR SHAPED MIRROR,56,674,722.76,1.69
84977,WIRE FLOWER T LIGHT HOLDER,44,223,281.33,1.31
84978,HANGING HEART JAR T LIGHT HOLDER,1440,21689,28475.96,1.51
84984A,GREEN PEONY CUSHION COVER,17,266,462.12,4.47
84984B,RED PEONY CUSHION COVER,16,322,541.3,4.2
84984C,ORIENTAL BLUE CUSHION COVER,16,232,401.16,5.83
84984D,ORIENTAL RED C COVER,21,159,404.91,6.06
84985A,SET OF 72 GREEN PAPER DOILIES,163,654,1047.93,1.83
84985B,SET OF 72 BLACK PAPER DOILIES,25,129,197.94,1.82
84986B,SET OF 36 SILVER PAPER DOILIES,81,438,656.94,1.62
84987,SET OF 36 TEATIME PAPER DOILIES,816,8138,11864.15,1.81
84988,SET OF 72 PINK HEART PAPER DOILIES,1023,8305,12913.24,2.1
84989A,75 GREEN FAIRY CAKE CASES,196,2194,1243.99,0.96
84989B,75 BLACK FAIRY CAKE CASES,63,1019,522.95,0.74
84990,60 GOLD AND SILVER FAIRY CAKE CASES,199,4248,2062.19,0.64
84991,60 TEATIME FAIRY CAKE CASES,2179,54028,27041.21,0.66
84992,72 SWEETHEART FAIRY CAKE CASES,1502,34797,17259.85,0.69
84993A,75 GREEN PETIT FOUR CASES,208,1522,691.32,0.58
84993B,75 BLACK PETIT FOUR CASES,99,571,260.65,0.51
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,674,5363,20882.48,4.63
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,1119,9771,38810.64,4.43
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,1041,9151,35699.23,4.37
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,1186,11024,42972.52,4.45
85006,SET 4 NURSERY DES ROUND BOXES,37,3049,1289.31,2.55
85007,SET OF 3 VINTAGE TEA TIME BOXES,22,143,399.62,4.18
85008,SET OF 3 CONEY ISLAND OVAL BOXES,100,269,1058.72,5.22
85014A,BLACK BLUE POLKADOT UMBRELLA,714,4656,22213.7,6.57
85014B,RED RETROSPOT UMBRELLA,935,6194,31268.0,6.89
85014C,BLUE BROWN DOTS RUFFLED UMBRELLA,72,547,2270.73,6.53
85014D,PINK BROWN DOTS RUFFLED UMBRELLA,90,1918,6664.45,6.06
85015,SET OF 12 VINTAGE POSTCARD SET,254,2908,2750.0,1.84
85016,SET OF 6 VINTAGE NOTELETS KIT,167,1679,2033.33,2.36
85017A,ENVELOPE 50 ROMANTIC IMAGES,175,1157,792.15,0.83
85017B,ENVELOPE 50 BLOSSOM IMAGES,318,2231,1390.39,0.75
85017C,ENVELOPE 50 CURIOUS IMAGES,121,1087,719.67,0.81
85018A,S 6 PAPER BOXES ROMANTIC IMAGES,10,15,63.75,4.25
85018B,S 6 PAPER BOXES BLOSSOM IMAGES,10,15,63.75,4.25
85018C,S 6 PAPER BOXES CURIOUS IMAGES,4,36,127.2,4.04
85018D,YULETIDE IMAGES S 6 PAPER BOXES,80,787,969.9,2.2
85019A,ROMANTIC IMAGES NOTEBOOK SET,49,647,915.04,2.68
85019B,BLOSSOM IMAGES NOTEBOOK SET,47,718,982.47,2.3
85019C,CURIOUS IMAGES NOTEBOOK SET,25,423,651.19,3.39
85020,ROUND PINK HEART MIRROR,58,240,533.48,2.57
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,10,22,56.1,2.55
85023B,EAU DE NILE JEWELLED PHOTOFRAME,38,293,682.35,2.53
85023C,PINK LARGE JEWELED PHOTOFRAME,12,23,58.65,2.55
85024A,CRYSTAL SMALL JEWELLED PHOTOFRAME,1,1,1.65,1.65
85024B,EAU DE NILE JEWELLED PHOTOFRAME,21,218,330.9,1.64
85024C,PINK SMALL JEWELLED PHOTOFRAME,45,99,163.35,1.65
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,98,570,985.4,2.14
85025C,PINK HEART SHAPE PHOTO FRAME,126,720,1285.91,2.05
85026B,EAU DE NILE JEWELLED T LIGHT HOLDER,29,300,367.55,1.1
85027L,FRENCH CHATEAU LARGE PLATTER,40,190,538.5,4.65
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,27,271,654.01,5.86
85028S,FRENCH CHATEAU SMALL FRUITBOWL,34,430,656.82,3.33
85030,FRENCH CHATEAU OVAL PLATTER,29,211,531.45,5.05
85031A,ROMANTIC IMAGES SCRAP BOOK SET,102,477,943.44,3.54
85031B,BLOSSOM IMAGES SCRAP BOOK SET,85,496,896.09,3.38
85031C,CURIOUS IMAGES SCRAP BOOK SET,107,481,1017.48,3.51
85032A,ROMANTIC IMAGES GIFT WRAP SET,161,1441,1323.51,1.27
85032B,BLOSSOM IMAGES GIFT WRAP SET,152,982,953.34,1.27
85032C,CURIOUS IMAGES GIFT WRAP SET,162,886,946.59,1.37
85032D,YULETIDE IMAGES GIFT WRAP SET,134,1148,1327.68,1.4
85033G,SET 6 GOLD REINDEER T LIGHT CANDLES,33,236,376.05,2.74
85033S,SET 6 SILVER REINDEER T LIGHTS,50,258,317.35,1.57
85034A,3 GARDENIA MORRIS BOXED CANDLES,145,849,2389.69,3.99
85034B,3 WHITE CHOC MORRIS BOXED CANDLES,155,1184,2614.93,3.33
85034C,3 ROSE MORRIS BOXED CANDLES,204,1314,2604.15,2.91
85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,185,649,2370.31,4.39
85035B,CHOCOLATE 3 WICK MORRIS BOX CANDLE,137,992,2590.11,4.09
85035C,ROSE 3 WICK MORRIS BOX CANDLE,205,1358,2710.79,3.26
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,172,621,2405.79,4.15
85036B,CHOCOLATE 1 WICK MORRIS BOX CANDLE,89,600,1547.1,3.2
85036C,ROSE 1 WICK MORRIS BOXED CANDLE,131,878,1629.02,3.03
85038,6 CHOCOLATE LOVE HEART T LIGHTS,394,2778,5803.58,2.49
85039A,SET 4 RED MINI ROSE CANDLE IN BOWL,295,1512,1873.82,1.89
85039B,S 4 IVORY MINI ROSE CANDLE IN BOWL,269,1657,2191.96,1.67
85039C,S 4 BLACK MINI ROSE CANDLE IN BOWL,114,536,516.31,1.71
85040A,S 4 PINK FLOWER CANDLES IN BOWL,449,2116,3809.64,2.08
85040B,SET 4 BLUE FLOWER CANDLES IN BOWL,260,2458,3837.3,1.76
85041,SET 4 PINK ORCHID CANDLES IN BOWL,95,1853,2489.87,1.79
85042,ANTIQUE LILY FAIRY LIGHTS,296,2685,12234.56,4.98
85043,RED HEART CANDY POP LIGHTS,1,1,4.95,4.95
85044,RED REINDEER STRING OF 20 LIGHTS,40,149,801.4,6.93
85045,GREEN CHRISTMAS TREE STRING 20LIGHT,85,471,2239.34,5.62
85047,WHITE BEADED GARLAND STRING 20LIGHT,240,1051,6664.33,7.06
85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,522,2685,21201.13,9.16
85049A,TRADITIONAL CHRISTMAS RIBBONS,731,6585,9566.02,1.58
85049B,LUSH GREENS RIBBONS,343,2130,2663.24,1.33
85049C,ROMANTIC PINKS RIBBONS,510,2982,3748.75,1.34
85049D,BRIGHT BLUES RIBBONS,409,2332,2927.88,1.33
85049E,SCANDINAVIAN REDS RIBBONS,909,6584,9346.72,1.6
85049F,BABY BOOM RIBBONS,319,2110,2634.0,1.31
85049G,CHOCOLATE BOX RIBBONS,576,3944,5000.06,1.47
85049H,URBAN BLACK RIBBONS,338,2066,2067.18,1.15
85050,FRENCH ENAMEL SOAP DISH WITH LID,1,48,100.8,2.1
85053,FRENCH ENAMEL CANDLEHOLDER,384,2032,4363.28,2.62
85054,FRENCH ENAMEL POT W LID,208,916,2495.02,3.49
85055,FRENCH ENAMEL UTENSIL HOLDER,108,359,1442.94,4.7
85059,FRENCH ENAMEL WATER BASIN,213,701,2399.89,4.29
85060,WOOD FAN WITH FLOWER DESIGN,88,1448,1745.62,1.41
85061W,WHITE JEWELLED HEART DECORATION,483,6306,5451.49,1.08
85062,PEARL CRYSTAL PUMPKIN T LIGHT HLDR,346,3886,6363.28,1.8
85063,CREAM SWEETHEART MAGAZINE RACK,180,308,5426.74,18.9
85064,CREAM SWEETHEART LETTER RACK,279,1595,7493.06,6.16
85065,CREAM SWEETHEART TRAYS,256,620,7524.44,13.57
85066,CREAM SWEETHEART MINI CHEST,938,3091,38599.98,14.1
85067,CREAM SWEETHEART WALL CABINET,176,496,8201.99,20.33
85068,CREAM SWEETHEART SHELF HOOKS,199,960,6647.24,8.65
85069,CREAM SWEETHEART DOUBLE SHELF,1,3,50.85,16.95
85070,ANT WHITE SWEETHEART TABLE W 3 DRAW,3,3,320.0,106.67
85071A,BLUE CHARLIE LOLA PERSONAL DOORSIGN,149,1907,1415.69,1.26
85071B,RED CHARLIE LOLA PERSONAL DOORSIGN,167,2340,1316.48,1.3
85071C,CHARLIE LOLA EXTREMELY BUSY SIGN,142,1285,837.23,1.68
85071D,CHARLIE LOLA MY ROOM DOOR SIGN,114,884,548.86,1.28
85072,OCCASIONS GIFT CARD ASSORTMENT,1,120,66.0,0.55
85077,KISSING REINDEER TABLE RUNNER,1,1,5.95,5.95
85078,SCANDINAVIAN 3 HEARTS NAPKIN RING,164,2258,1052.02,1.5
85079,EMBROIDERED REINDEER DECORATION,9,23,32.25,1.41
85080,PADDED RED HEART DECORATION,22,113,55.76,0.53
85081,PADDED HOLLY CHRISTMAS DECORATION,22,104,46.17,0.46
85083,KISS REINDEER SCANDINAVIAN STOCKING,2,5,12.75,2.55
85084,HOLLY TOP CHRISTMAS STOCKING,87,682,681.4,1.07
85086A,CANDY SPOT HEART DECORATION,153,587,568.73,1.16
85087,CANDY SPOT CUSHION COVER,146,420,1392.64,3.63
85088,CANDY SPOT HAND BAG,79,347,723.85,2.34
85089,CANDY SPOT BUNNY,30,99,317.54,3.9
85090,CANDY SPOT APRON,54,106,559.28,5.88
85091,CANDY SPOT BREAD BASKETS,20,343,548.81,5.51
85092,CANDY SPOT TEA COSY,24,391,622.57,4.06
85093,CANDY SPOT EGG WARMER HARE,153,1361,1091.21,1.19
85094,CANDY SPOT EGG WARMER RABBIT,108,760,360.99,0.84
85095,THREE CANVAS LUGGAGE TAGS,49,174,259.09,1.8
85096,HILDA CANDY SPOT RABBIT,67,164,676.92,4.5
85097B,BLUE ROCKING SINGING CANARY,41,106,417.17,4.14
85098B,BLUE FLYING SINGING CANARY,115,366,1456.94,4.7
85099B,JUMBO BAG RED RETROSPOT,4067,97176,182680.98,2.35
85099C,JUMBO BAG BAROQUE BLACK WHITE,1901,30657,59142.78,2.42
85099F,JUMBO BAG STRAWBERRY,1875,37061,69002.13,2.33
85103,SILVER T LIGHT SETTING,87,317,2153.43,7.74
85104,SILVER GLASS T LIGHT SET,59,351,1024.49,3.13
85106,CUT GLASS HEXAGON T LIGHT HOLDER,60,1190,2271.24,2.42
85107,CUT GLASS T LIGHT HOLDER OCTAGON,72,1203,2274.79,2.43
85109,PINK BOUDOIR T LIGHT HOLDER,20,4211,475.43,0.79
85110,BLACK SILVER FLOWER T LIGHT HOLDER,23,11520,1138.04,0.67
85111,SILVER GLITTER FLOWER VOTIVE HOLDER,78,2907,954.15,0.76
85112,S 3 TEAR DROP CUT GLASS DECORATION,34,465,412.77,1.65
85113,POLKA DOT PISTACHIO PAIL,49,285,591.66,2.31
85114A,BLACK ENCHANTED FOREST PLACEMAT,120,1326,2296.54,2.14
85114B,IVORY ENCHANTED FOREST PLACEMAT,243,2073,3804.81,2.22
85114C,RED ENCHANTED FOREST PLACEMAT,208,1364,2875.7,2.25
85115B,S 4 BLACK DISCO PARTITION PANEL,2,6,37.62,6.27
85116,BLACK CANDELABRA T LIGHT HOLDER,182,1817,2206.24,1.56
85117,NIGHTINGALE COATHOOK WHITE,61,347,594.32,2.23
85118,HEART T LIGHT HOLDER,81,2054,1133.68,1.25
85119,WATERING CAN SINGLE HOOK PISTACHIO,40,413,567.48,1.72
85121B,RETRO LAUNDRY TUB PINK,48,86,936.74,12.07
85121C,RETRO LAUNDRY TUB PISTACHIO,53,98,918.91,9.96
85123A,WHITE HANGING HEART T LIGHT HOLDER,5610,94719,261168.73,3.14
85123B,ZINC HANGING HEART T LITE HLDR,1,1,6.04,6.04
85124A,PINK JUICY FRUIT PHOTO FRAME,104,387,1087.73,3.36
85124B,BLUE JUICY FRUIT PHOTO FRAME,104,355,948.7,3.02
85124C,GREEN JUICY FRUIT PHOTO FRAME,123,429,1139.07,3.05
85125,SMALL ROUND CUT GLASS CANDLESTICK,62,309,1479.51,5.31
85126,LARGE ROUND CUTGLASS CANDLESTICK,35,156,1069.16,7.09
85127,SMALL SQUARE CUT GLASS CANDLESTICK,82,276,1710.67,6.97
85128,PLANTPOT SINGLE HOOK PISTACHIO,4,167,188.95,2.41
85129A,WHITE PEARL BEADED HEART SMALL,80,444,569.16,1.43
85129B,BEADED CRYSTAL HEART GREEN SMALL,56,233,315.11,1.73
85129C,BEADED CRYSTAL HEART BLUE SMALL,66,390,510.23,1.61
85129D,BEADED CRYSTAL HEART PINK SMALL,168,793,1193.56,1.9
85130A,BEADED PEARL HEART WHITE LARGE,88,685,1176.29,1.87
85130B,BEADED CRYSTAL HEART GREEN LARGE,83,911,918.33,1.7
85130C,BEADED CRYSTAL HEART BLUE LARGE,69,659,737.89,1.36
85130D,BEADED CRYSTAL HEART PINK LARGE,110,788,958.85,1.78
85131A,BEADED PEARL HEART WHITE ON STICK,200,2025,1619.23,0.98
85131B,BEADED CRYSTAL HEART GREEN ON STICK,216,948,730.74,0.86
85131C,BEADED CRYSTAL HEART BLUE ON STICK,73,439,320.15,0.94
85131D,BEADED CRYSTAL HEART PINK ON STICK,267,1443,1092.71,0.87
85132A,CHARLIE LOLA BISCUITS TINS,260,1358,5287.2,6.88
85132B,CHARLIE AND LOLA TABLE TINS,133,929,2863.37,5.29
85132C,CHARLIE AND LOLA FIGURES TINS,307,2066,5865.04,5.05
85135A,YELLOW DRAGONFLY HELICOPTER,63,94,754.59,8.03
85135B,BLUE DRAGONFLY HELICOPTER,116,151,1226.51,8.11
85135C,RED DRAGONFLY HELICOPTER,112,162,1317.92,8.16
85136A,YELLOW SHARK HELICOPTER,107,138,1121.28,8.13
85136B,BLUE SHARK HELICOPTER,47,59,473.77,8.02
85136C,RED SHARK HELICOPTER,122,179,1451.69,8.13
85141,JARDIN ETCHED GLASS FRUITBOWL,73,182,1286.44,8.08
85142,JARDIN ETCHED GLASS GINGER JAR,34,57,502.58,9.4
85144,JARDIN ETCHED GLASS CHEESE DISH,72,287,1046.85,5.31
85145,JARDIN ETCHED GLASS LARGE BELL JAR,30,91,809.05,9.4
85146,JARDIN ETCHED GLASS SMALL BELL JAR,31,118,599.38,5.61
85147,JARDIN ETCHED GLASS CANDLEHLDR LONG,19,61,301.95,4.95
85150,LADIES GENTLEMEN METAL SIGN,1115,8361,20237.72,3.0
85151,WELCOME METAL SIGN,8,44,55.0,1.25
85152,HAND OVER THE CHOCOLATE SIGN,1472,16373,31483.7,2.3
85157,SET OF 2 CHESTS CHOCOLAT AU LAIT,1,1,12.72,12.72
85159A,BLACK TEA COFFEE SUGAR JARS,82,492,1248.98,6.34
85159B,WHITE TEA COFFEE SUGAR JARS,89,660,1516.5,5.04
85160A,WHITE BIRD GARDEN DESIGN MUG,35,8824,1622.79,6.33
85160B,BLACK BIRD GARDEN DESIGN MUG,38,6156,1048.83,3.62
85161,ACRYLIC GEOMETRIC LAMP,33,51,863.85,18.25
85162A,SILVER RETRODISC LAMPSHADE,20,607,1234.27,3.62
85162B,BLACK RETRODISC LAMPSHADE,13,977,1905.15,1.95
85162C,WHITE RETRODISC LAMPSHADE,46,904,1841.7,3.12
85163A,WHITE BAROQUE WALL CLOCK,57,103,1058.17,12.3
85163B,BLACK BAROQUE WALL CLOCK,66,115,1268.66,14.09
85164B,BLACK BAROQUE CUCKOO CLOCK,66,141,1851.22,16.97
85165,CANDY PINK FRENCH BOUDOIR CLOCK,58,90,872.76,10.22
85166A,WHITE METAL BAROQUE PHOTO FRAME,12,77,158.9,4.68
85166B,BLACK METAL BAROQUE PHOTO FRAME,38,510,864.1,3.85
85167A,WHITE GRAND BAROQUE PHOTO FRAME,14,176,396.8,4.24
85167B,BLACK GRAND BAROQUE PHOTO FRAME,60,692,1426.34,4.18
85168A,WHITE BAROQUE CARRIAGE CLOCK,15,22,218.9,9.95
85168B,BLACK BAROQUE CARRIAGE CLOCK,52,72,652.17,9.16
85169A,IVORY LOVE BIRD CANDLE,155,1252,1385.82,1.4
85169B,BLACK LOVE BIRD CANDLE,94,428,502.91,1.51
85169C,EAU DE NIL LOVE BIRD CANDLE,71,505,566.82,1.37
85169D,PINK LOVE BIRD CANDLE,88,521,603.98,1.5
85170A,SET 6 IVORY BIRD T LIGHT CANDLES,84,848,1585.06,2.56
85170B,SET 6 BLACK BIRD T LIGHT CANDLES,58,283,475.91,2.62
85170C,SET 6 EAU DE NIL BIRD T LIGHTS,107,543,993.03,2.8
85170D,SET 6 PINK BIRD T LIGHT CANDLES,151,723,1296.36,2.85
85171,S 2 HYACINTH BULB CANDLES,1,1,2.55,2.55
85172,HYACINTH BULB T LIGHT CANDLES,153,4271,2274.56,1.22
85173,SET 6 FROG PRINCE T LIGHT CANDLES,151,1018,1826.07,2.91
85174,S 4 CACTI CANDLES,365,1459,7193.46,6.65
85175,CACTI T LIGHT CANDLES,444,15566,6606.26,1.04
85176,SEWING SUSAN 21 NEEDLE SET,306,2748,2293.0,1.14
85177,BASKET OF FLOWERS SEWING KIT,143,1820,1514.78,0.99
85178,VICTORIAN SEWING KIT,319,5478,6024.52,1.36
85179A,GREEN BITTY LIGHT CHAIN,72,219,522.85,3.32
85179B,WHITE BITTY LIGHT CHAIN,45,246,1056.6,5.19
85179C,PINK BITTY LIGHT CHAIN,40,116,257.15,3.18
85180A,RED HEARTS LIGHT CHAIN,100,629,1636.42,3.95
85180B,PINK HEARTS LIGHT CHAIN,69,364,1022.16,4.17
85183A,CHARLIE LOLA WASTEPAPER BIN BLUE,143,1512,2275.75,2.36
85183B,CHARLIE LOLA WASTEPAPER BIN FLORA,172,1725,2731.76,2.45
85184B,SET 4 EASTER DECOUPAGE OVAL BOXES,7,14,41.3,2.95
85184C,S 4 VALENTINE DECOUPAGE HEART BOX,354,2281,4927.06,3.38
85184D,S 4 BLUE ROUND DECOUPAGE BOXES,67,8312,4552.69,3.53
85185B,PINK HORSE SOCK PUPPET,186,593,1843.46,3.47
85185C,COW SOCK PUPPET,29,58,171.1,2.95
85185D,FROG SOCK PUPPET,66,195,636.11,3.76
85185E,DUCK SOCK PUPPET,2,4,11.8,2.95
85185F,LION SOCK PUPPET,20,37,109.15,2.95
85186A,EASTER BUNNY GARLAND OF FLOWERS,160,1473,685.87,0.61
85186B,BUNNY BUNCH OF FLOWERS,2,14,5.88,0.42
85186C,BUNNY EGG GARLAND,156,1400,658.19,0.6
85187,S 12 MINI RABBIT EASTER,112,479,816.48,1.95
85188A,GREEN METAL SWINGING BUNNY,105,944,824.97,1.02
85188B,PINK METAL SWINGING BUNNY,76,748,660.88,1.07
85189,HANGING BUTTERFLY EGG,69,1176,967.95,0.94
85190,PINK FLOWER HANGING HEART,17,138,122.46,1.15
85192S,HANGING SPRING FLOWER HEART SMALL,2,3,1.95,0.65
85194L,HANGING SPRING FLOWER EGG LARGE,147,1818,1560.63,1.05
85194S,HANGING SPRING FLOWER EGG SMALL,133,1760,889.46,0.78
85195,HANGING HEART BASKET,17,146,269.44,2.21
85196,EASTER BUNNIES ON A STICK,71,1564,831.04,0.88
85197,SET OF 12 MINI BUNNIES IN A BUCKET,76,1669,959.46,2.06
85198,ASSORTED FARMYARD ANIMALS IN BUCKET,53,3859,1469.5,1.01
85199L,LARGE HANGING IVORY RED WOOD BIRD,275,3455,2285.02,0.84
85199S,SMALL HANGING IVORY RED WOOD BIRD,498,6022,2789.28,0.58
85200,BUNNY EGG BOX,106,1045,1319.09,1.35
85202,HANGING WOOD AND FELT HEART,218,1208,570.09,0.58
85203,HANGING WOOD AND FELT BUTTERFLY,231,1463,665.91,0.57
85204,HANGING WOOD AND FELT FLOWER,157,2353,460.9,0.4
85205A,IVORY FELT EASTER RABBIT GARLAND,23,66,168.3,2.55
85205B,PINK FELT EASTER RABBIT GARLAND,62,241,669.38,3.19
85206A,CREAM FELT EASTER EGG BASKET,322,2327,3982.91,1.81
85206B,PINK FELT EASTER EGG BASKET,184,1538,2477.3,1.82
85208,SET 12 FUNKY FELT FLOWER PEG IN BAG,87,420,836.94,2.15
85211,S 4 GROOVY CAT MAGNETS,78,306,467.4,2.06
85212,MINI PAINTED GARDEN DECORATION,121,2831,1096.56,0.73
85213,MINI ZINC GARDEN DECORATIONS,80,1378,829.0,1.05
85214,TUB 24 PINK FLOWER PEGS,171,514,886.23,1.84
85215,ASSORTED CHEESE FRIDGE MAGNETS,67,831,643.89,1.69
85216,ASSORTED CAKES FRIDGE MAGNETS,188,2849,2154.22,2.02
85217,ASSORTED ICE CREAM FRIDGE MAGNETS,165,2869,1981.85,1.73
85218,S 5 MINI ICE CREAM FRIDGE MAGNETS,2,1992,625.2,0.88
85220,SMALL FAIRY CAKE FRIDGE MAGNETS,5,12236,6875.0,1.3
85221,ASSORTED COLOUR SILK COIN PURSE,48,3558,1685.46,1.02
85222,ASSORTED COLOUR SILK COSMETIC PURSE,52,1406,1579.68,2.22
85224,ASSORTED COLOUR SILK GLASSES CASE,64,2004,1120.96,1.94
85225,BLING KEY RING STAND,11,19,22.5,1.2
85226A,WHITE BLUE PULL BACK RACING CAR,151,1714,933.07,0.74
85226C,BLUE PULL BACK RACING CAR,84,989,522.31,0.77
85227,SET OF 6 3D KIT CARDS FOR KIDS,454,3440,3086.44,1.11
85230A,OPIUM SCENTED VOTIVE CANDLE,48,1992,497.04,0.27
85230B,CINNAMON SCENTED VOTIVE CANDLE,68,2120,561.04,0.28
85230C,ROSE SCENTED VOTIVE CANDLE,1,24,6.96,0.29
85230D,VANILLA SCENTED VOTIVE CANDLE,1,24,6.96,0.29
85230E,STRAWBRY SCENTED VOTIVE CANDLE,66,2445,628.41,0.28
85230F,JASMINE VOTIVE CANDLE,62,2946,725.7,0.28
85230G,ORANGE VOTIVE CANDLE,46,1680,425.76,0.27
85231B,CINAMMON SET OF 9 T LIGHTS,393,2058,1884.42,1.05
85231E,STRAWBERRY SCENTED SET 9 T LIGHTS,108,836,696.89,0.95
85231G,ORANGE SCENTED SET 9 T LIGHTS,263,1480,1291.09,1.0
85231L,LAVENDER SCENTED SET 9 T LIGHTS,118,1039,838.35,0.91
85232A,SET 3 POLKA DOT STACKING TINS,141,377,1910.22,5.49
85232B,SET 3 RUSSIAN DOLL STACKING TINS,565,3086,15587.0,5.94
85232C,RUSSIAN FOLKART STACKING TINS,1,1,4.95,4.95
85232D,SET 3 DECOUPAGE STACKING TINS,224,702,3646.83,5.97
90000A,RASPBERRY ANT COPPER FLOWER NECKLAC,21,33,198.98,6.05
90000B,MIDNIGHT BLUE COPPER FLOWER NECKLAC,21,29,177.29,6.14
90000C,OPAL WHITE SILVER FLOWER NECKLACE,2,2,12.32,6.16
90000D,COPPER OLIVE GREEN FLOWER NECKLACE,34,51,313.75,6.21
90001A,ANTIQUE RASPBERRY FLOWER EARRINGS,10,11,46.6,4.24
90001B,ANTIQUE MID BLUE FLOWER EARRINGS,10,13,55.12,4.24
90001C,ANTIQUE OPAL WHITE FLOWER EARRINGS,10,11,46.7,4.24
90001D,ANTIQUE OLIVE GREEN FLOWER EARRINGS,11,20,84.96,4.25
90002A,FLOWER BURST SILVER RING OPAL,15,36,135.0,3.75
90002B,FLOWER BURST SILVER RING ROSE,11,22,82.74,3.77
90002C,FLOWER BURST SILVER RING MIDN T BLU,19,33,124.38,3.78
90002D,FLOWER BURST SILVER RING CRYSTAL,34,104,365.74,3.76
90002E,FLOWER BURST SILVER RING GREEN,11,18,67.77,3.77
90003B,ROSE COLOUR PAIR HEART HAIR SLIDES,26,44,165.81,3.78
90003C,MIDNIGHT BLUE PAIR HEART HAIR SLIDE,35,51,191.54,3.76
90003D,CRYSTAL PAIR HEART HAIR SLIDES,32,60,226.17,3.77
90003E,GREEN PAIR HEART HAIR SLIDES,22,32,120.31,3.77
90004A,JADE GREEN PAIR ENAMEL HAIR SLIDES,1,1,3.75,3.75
90005A,JADE GREEN ENAMEL HAIR COMB,57,106,216.87,2.08
90010A,MIDNIGHT BLUE GLASS SILVER BRACELET,30,49,443.85,9.07
90010B,BLACK WHITE GLASS SILVER BRACELET,34,63,578.02,9.34
90010E,AMBER GLASS SILVER BRACELET,35,56,501.65,8.91
90011A,MIDNIGHT BLUE CRYSTAL DROP EARRINGS,15,15,44.28,2.95
90011B,BLACK CRYSTAL DROP EARRINGS,15,20,59.06,2.95
90011C,GREEN CRYSTAL DROP EARRINGS,7,12,35.33,2.94
90011D,PURPLE CRYSTAL DROP EARRINGS,5,5,14.75,2.95
90011E,AMBER CRYSTAL DROP EARRINGS,8,8,23.61,2.95
90012A,MIDNIGHT BLUE DROP CRYSTAL NECKLACE,7,13,74.38,8.1
90012B,BLACK DROP CRYSTAL NECKLACE,6,17,85.9,7.7
